Rank,Title,Score,Episodes
5699,Padak Padak,6.63,Movie
5700,Shamanic Princess,6.63,OVA
5701,SSSS.Gridman Movie,6.63,Movie
5702,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,6.63,TV
5703,Terra e... (TV) Specials,6.63,Special
5704,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,6.63,Movie
5705,Tokimeki Memorial: Only Love Specials,6.63,Special
5706,Tokumu Sentai Shinesman,6.63,OVA
5707,Tomorrow's Leaves,6.63,Movie
5708,Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,6.63,Movie
5709,Yesterday wo Utatte: Haishin-ban Episode,6.63,ONA
5710,Tian Huang Zhan Shen,6.62,ONA
5711,Ultra Maniac OVA,6.62,OVA
5712,Ultraman Season 2,6.62,ONA
5713,Urasekai Picnic,6.62,TV
5714,Uta no☆Prince-sama♪ Movie: Maji Love ST☆RISH Tours,6.62,Movie
5715,Wakako-zake,6.62,TV
5716,Yuusha ga Shinda!,6.62,TV
5717,Accel World: Infinite∞Burst,6.62,Movie
5718,Akage no Anne: Green Gables e no Michi,6.62,Movie
5719,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,6.62,ONA
5720,Bannou Bunka Neko-Musume (1998),6.62,TV
5721,Battle Spirits: Sword Eyes Gekitouden,6.62,TV
5722,Bayonetta: Bloody Fate,6.62,Movie
5723,Build Divide: Code White,6.62,TV
5724,Cardfight!! Vanguard G Next,6.62,TV
5725,Chibi Maruko-chan Movie: Italia kara Kita Shounen,6.62,Movie
5726,Chiisana Viking Vickie,6.62,TV
5727,Chousoku Spinner,6.62,TV
5728,Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,6.62,Movie
5729,Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,6.62,Special
5730,Eureka Seven AO: One More Time - Lord Don't Slow Me Down,6.62,ONA
5731,Fight Ippatsu! Juuden-chan!!,6.62,TV
5732,Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,6.62,TV
5733,Ginga Patrol PJ,6.62,TV
5734,Hi no Tori 2772: Ai no CosmoZone,6.62,Movie
5735,Highschool of the Dead: Drifters of the Dead,6.62,OVA
5736,Home!,6.62,ONA
5737,Kaiketsu Jouki Tanteidan,6.62,TV
5738,Kenja no Mago,6.62,TV
5739,Kidou Senshi Gundam F91,6.62,Movie
5740,Koyomi History,6.62,Special
5741,Lupin III: Napoleon no Jisho wo Ubae,6.62,Special
5742,Mai-HiME: Kuro no Mai/Saigo no Bansan,6.62,Special
5743,Majin Bone,6.62,TV
5744,Mamotte Shugogetten!,6.62,TV
5745,Mao Yao de Huo Han,6.62,ONA
5746,Nekogami Yaoyorozu: Ohanami Ghostbusters,6.62,OVA
5747,Nyanko Days,6.62,TV
5748,Onegai☆Teacher: Reminiscence Disc,6.62,OVA
5749,Ontama!,6.62,ONA
5750,Osu!! Karate-bu,6.62,OVA
5751,Otome wa Boku ni Koishiteru Special,6.62,Special
5752,Persona 4 the Golden Animation,6.62,TV
5753,Plunderer,6.62,TV
5754,Pokemon Movie 14 White: Victini to Kuroki Eiyuu Zekrom,6.62,Movie
5755,Pokemon Movie 19: Volcanion to Karakuri no Magearna,6.62,Movie
5756,Puka Puka Juju,6.62,Special
5757,Renai Boukun,6.62,TV
5758,Sengoku Majin Goushougun: Toki no Etranger,6.62,Movie
5759,Star Driver the Movie,6.62,Movie
5760,Super Doll Licca-chan,6.62,TV
5761,Kero Kero Chime,6.61,TV
5762,Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,6.61,Special
5763,Kiss x Sis (TV),6.61,TV
5764,Mamotte! Lollipop,6.61,TV
5765,MM! Specials,6.61,Special
5766,Nekogami Yaoyorozu,6.61,TV
5767,Nintama Rantarou Movie: Ninjutsu Gakuen Zenin Shutsudou! no Dan,6.61,Movie
5768,Ougon Bat,6.61,TV
5769,Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,6.61,Special
5770,Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,6.61,Movie
5771,Recorder to Randoseru Mi☆,6.61,TV
5772,Sacred Seven: Shirogane no Tsubasa,6.61,Movie
5773,Samurai Giants,6.61,TV
5774,Seireitsukai no Blade Dance Specials,6.61,Special
5775,Seton Doubutsuki: Risu no Banner,6.61,TV
5776,Shin Cutey Honey,6.61,OVA
5777,Shinmai Renkinjutsushi no Tenpo Keiei,6.61,TV
5778,Tekken: Blood Vengeance,6.61,Movie
5779,Telepathy Shoujo Ran,6.61,TV
5780,Tenshi no 3P!,6.61,TV
5781,Transformers: Choujin Master Force,6.61,TV
5782,Tsukumo,6.61,Movie
5783,Tsukuyomi: Moon Phase Special,6.61,Special
5784,"Urusei Yatsura: Haru da, Tobidase!",6.61,Special
5785,Xing Hai Qishi,6.61,ONA
5786,Baki: Most Evil Death Row Convicts Special Anime,6.61,OVA
5787,Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,6.61,Movie
5788,Changye Kaita Zhe,6.61,ONA
5789,Cinderella Girls Gekijou 2nd Season,6.61,TV
5790,Coo: Tooi Umi kara Kita Coo,6.61,Movie
5791,Crayon Shin-chan Movie 30: Mononoke Ninja Chinpuuden,6.61,Movie
5792,Dagashi Kashi,6.61,TV
5793,Daisetsusan no Yuusha Kibaou,6.61,Special
5794,Dondon Dommel to Ron,6.61,TV
5795,Fate/strange Fake PV,6.61,ONA
5796,Fumiko no Kokuhaku,6.61,ONA
5797,Gakuen Heaven: Hamu Hamu Heaven,6.61,Special
5798,Girls Bravo: Second Season,6.61,TV
5799,Granblue Fantasy The Animation: Kabocha no Lantern,6.61,Special
5800,Happy☆Lesson (TV),6.61,TV
5801,Hataage! Kemono Michi,6.61,TV
5802,Hataraku Saibou Black CM,6.61,ONA
5803,Hataraku Saibou: Necchuushou - Moshimo Pocari Sweat ga Attara,6.61,ONA
5804,Hikari no Megami,6.61,Special
5805,Houseki no Kuni PV,6.61,ONA
5806,Hyakka Ryouran: Samurai Girls Specials,6.61,Special
5807,Kamui no Ken,6.61,Movie
5808,86 Part 2 Recaps,6.60,Special
5809,Akuma no Riddle,6.60,TV
5810,Aldnoah.Zero Extra Archives,6.60,Special
5811,Alps no Shoujo Heidi: Heidi to Clara-hen,6.60,Movie
5812,Cardfight!! Vanguard: Shinemon-hen,6.60,TV
5813,Cooking Papa,6.60,TV
5814,Daomu Biji Zhi Qinling Shen Shu,6.60,ONA
5815,Devilman Lady,6.60,TV
5816,Di Gi Charat Natsuyasumi Special,6.60,Special
5817,Dorami & Doraemons: Robot School's Seven Mysteries,6.60,Movie
5818,Dragonaut: The Resonance,6.60,TV
5819,Dwaeji-ui Wang,6.60,Movie
5820,Eyeshield 21: Maboroshi no Golden Bowl,6.60,Special
5821,Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,6.60,OVA
5822,Haou Taikei Ryuu Knight: Adeu Legend,6.60,OVA
5823,Huyao Xiao Hongniang: Liang Shenghua,6.60,ONA
5824,Ikkitousen: Dragon Destiny Specials,6.60,Special
5825,Juedai Shuang Jiao,6.60,ONA
5826,Kabuki-bu!,6.60,TV
5827,Kamigawa: Kagayakeru Sekai,6.60,ONA
5828,Kasei Yakyoku,6.60,OVA
5829,"Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!",6.60,OVA
5830,Koukaku Kidoutai: SAC_2045,6.60,ONA
5831,Maihime,6.60,OVA
5832,Mars Red,6.60,TV
5833,Maze☆Bakunetsu Jikuu (TV),6.60,TV
5834,Monster Strike: Mermaid Rhapsody,6.60,ONA
5835,Nanaka 6/17,6.60,TV
5836,Ninja Slayer From Animation,6.60,ONA
5837,Orient,6.60,TV
5838,Sasami: Mahou Shoujo Club,6.60,TV
5839,Sengoku Majin Goushougun,6.60,TV
5840,Shiguang Zhaoxiangguan de Richang,6.60,ONA
5841,Shingeki no Kyojin Picture Drama,6.60,Special
5842,Skull Man,6.60,TV
5843,Sounan desu ka?,6.60,TV
5844,Teekyuu 7,6.60,TV
5845,Tide-Line Blue,6.60,TV
5846,To Heart,6.60,TV
5847,Toji no Miko: Kizamishi Issen no Tomoshibi,6.60,OVA
5848,Tokyo Mew Mew New ♡,6.60,TV
5849,Touch: Sebangou no Nai Ace,6.60,Movie
5850,Umi Monogatari: Anata ga Ite Kureta Koto,6.60,TV
5851,Wakaokami wa Shougakusei!,6.60,TV
5852,Wo Jia Da Shixiong Naozi You Keng,6.60,ONA
5853,Yakyuukyou no Uta,6.60,TV
5854,Yamato yo Towa ni,6.60,Movie
5855,Youkai Watch: Shadow Side,6.60,TV
5856,Teekyuu 8,6.59,TV
5857,Tokyo Underground,6.59,TV
5858,Turn A Gundam II Movie: Moonlight Butterfly,6.59,Movie
5859,Uchuu Kazoku Carlvinson,6.59,OVA
5860,Wellber no Monogatari: Sisters of Wellber,6.59,TV
5861,Yamato Takeru,6.59,TV
5862,Yoku Wakaru Gendai Mahou: Cruncha Cruncha Cruncha,6.59,Special
5863,.hack//Liminality,6.59,OVA
5864,12-sai.: Chicchana Mune no Tokimeki 2nd Season,6.59,TV
5865,Akai Koudan Zillion,6.59,TV
5866,Arashi no Yoru ni: Himitsu no Tomodachi,6.59,TV
5867,B-Project: Kodou*Ambitious,6.59,TV
5868,Beyblade Burst Sparking,6.59,ONA
5869,Detective Conan: The Burning Galactic Railway,6.59,Movie
5870,Di Gi Charat: Hoshi no Tabi,6.59,Movie
5871,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,6.59,Movie
5872,Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,6.59,OVA
5873,E's Otherwise,6.59,TV
5874,Fei Ren Zai 1st Season Part 4,6.59,ONA
5875,Flag Director's Edition: Issenman no Kufura no Kiroku,6.59,OVA
5876,Gokukoku no Brynhildr: Kara Sawagi,6.59,Special
5877,GS Mikami: Gokuraku Daisakusen!!,6.59,Movie
5878,Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,6.59,Special
5879,Happy☆Lesson,6.59,OVA
5880,Honoo no Tenkousei,6.59,OVA
5881,Itou Junji: Maniac,6.59,ONA
5882,Jigoku Shoujo: Yoi no Togi,6.59,TV
5883,Joshikousei: Girl's High,6.59,TV
5884,Kidou Senshi Gundam AGE: Memory of Eden,6.59,OVA
5885,Kimagure Orange☆Road: Tanabata Special,6.59,OVA
5886,Kimi ni Maji Kyun!,6.59,OVA
5887,Kirakira Happy★Hirake! Cocotama,6.59,TV
5888,Kyou no Asuka Show,6.59,ONA
5889,Love Live! x Watering KissMint Collaboration CM,6.59,Special
5890,Mahou Sensei Negima!: Introduction Film,6.59,OVA
5891,Maken-Ki! OVA,6.59,OVA
5892,Monster Strike the Movie: Lucifer - Zetsubou no Yoake,6.59,Movie
5893,Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,6.59,Special
5894,Nagareboshi Lens,6.59,OVA
5895,Okusama ga Seitokaichou!+!,6.59,TV
5896,Ray The Animation,6.59,TV
5897,Road to You,6.59,ONA
5898,Rolling☆Girls,6.59,TV
5899,Sacred Seven,6.59,TV
5900,Sakigake!! Otokojuku Movie,6.59,Movie
5901,Sky Girls OVA,6.59,OVA
5902,Star Ocean EX,6.59,TV
5903,Kidou Senshi Gundam MS IGLOO 2: Juuryoku Sensen,6.58,OVA
5904,Kinkyuu Hasshin Saver Kids,6.58,TV
5905,Koharu Biyori,6.58,OVA
5906,Koisuru Shirokuma,6.58,Movie
5907,Koisuru Tenshi Angelique: Kagayaki no Ashita Special,6.58,Special
5908,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,6.58,TV
5909,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi,6.58,Special
5910,Koukyoushihen Eureka Seven: New Order,6.58,Special
5911,Kujira no Chouyaku,6.58,Movie
5912,Kuromajo-san ga Tooru!!,6.58,TV
5913,Kyoto Animation: Souzou-hen,6.58,Special
5914,Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,6.58,Movie
5915,Mokei Senshi Gunpla Builders Beginning G,6.58,Special
5916,Nanatsu no Taizai: Funnu no Shinpan,6.58,TV
5917,Neo Ranga,6.58,TV
5918,Nokemono-tachi no Yoru,6.58,TV
5919,Oda Cinnamon Nobunaga,6.58,TV
5920,Okusama ga Seitokaichou!,6.58,TV
5921,Perman (1983),6.58,TV
5922,Project BLUE Chikyuu SOS,6.58,TV
5923,Pucca,6.58,ONA
5924,Ranma ½: 1994 Music Calendar,6.58,OVA
5925,Ranpo Kitan: Game of Laplace,6.58,TV
5926,Rokujouma no Shinryakusha!? PV,6.58,Special
5927,Saikin Yatotta Maid ga Ayashii,6.58,TV
5928,Saiyuuki Reload: Zeroin,6.58,TV
5929,Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,6.58,Special
5930,Strike Witches: 501 Butai Hasshin Shimasu!,6.58,TV
5931,Super Robot Taisen OG The Animation,6.58,OVA
5932,Sword Art Online II: Sword Art Offline II,6.58,Special
5933,Tanken Driland,6.58,TV
5934,Tentai Kansoku,6.58,ONA
5935,"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",6.58,Special
5936,Wuxian Shijie,6.58,ONA
5937,Ys: Tenkuu no Shinden - Adol Christine no Bouken,6.58,OVA
5938,Yu☆Gi☆Oh!: Hikari no Pyramid,6.58,Movie
5939,3 Choume no Tama: Uchi no Tama Shirimasen ka?,6.58,TV
5940,Akihabara Dennou-gumi,6.58,TV
5941,Asobi ni Iku yo!,6.58,TV
5942,Bakegyamon,6.58,TV
5943,Betterman,6.58,TV
5944,C³,6.58,TV
5945,Chou Kuse ni Narisou,6.58,TV
5946,Comic Party,6.58,TV
5947,Di Gi Charat Christmas Special,6.58,Special
5948,"Eiyuu-ou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",6.58,TV
5949,Element Hunters,6.58,TV
5950,Eternity Memories,6.58,Special
5951,Five Star Stories,6.58,Movie
5952,Gift: Eternal Rainbow,6.58,TV
5953,Hakugei Densetsu,6.58,TV
5954,Hanaukyou Maid-tai,6.58,TV
5955,Himitsu no Hana no Niwa,6.58,ONA
5956,Isekai Meikyuu de Harem wo Specials,6.58,Special
5957,Kage kara Mamoru!,6.58,TV
5958,Kamen no Ninja Akakage,6.58,TV
5959,Kanamewo,6.58,ONA
5960,Bear Bear Bear Kuma!,6.57,ONA
5961,Bleach KaraBuri!: Gotei Juusan Yatai Daisakusen!,6.57,OVA
5962,Burn Up Excess,6.57,TV
5963,Condom Battler Gorou,6.57,ONA
5964,Crusher Joe OVA,6.57,OVA
5965,Digimon Universe: Appli Monsters,6.57,TV
5966,Dirty Pair Flash,6.57,OVA
5967,Futoku no Guild,6.57,TV
5968,Getsuyoubi no Tawawa Specials,6.57,Special
5969,Getter Robo G,6.57,TV
5970,Girls & Panzer Heartful Tank Disc Picture Drama,6.57,Special
5971,Gregory Horror Show,6.57,TV
5972,Hakuouki: Otogisoushi,6.57,TV
5973,Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri,6.57,Special
5974,I★Chu: Halfway Through the Idol,6.57,TV
5975,Ikkitousen: Shuugaku Toushi Keppuuroku,6.57,OVA
5976,Isekai Meikyuu de Harem wo,6.57,TV
5977,Kaguya-hime,6.57,Movie
5978,Kurokami: Intermission,6.57,Special
5979,M3: Sono Kuroki Hagane,6.57,TV
5980,Mazinger Z tai Ankoku Daishougun,6.57,Movie
5981,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,6.57,Movie
5982,Mushi-Uta,6.57,TV
5983,Ojisan to Marshmallow,6.57,TV
5984,Perman,6.57,TV
5985,Pokemon Movie 18: Ring no Choumajin Hoopa,6.57,Movie
5986,Shin Don Chuck Monogatari,6.57,TV
5987,Soratobu Yuureisen,6.57,Movie
5988,Sword Art Online: Sword Art Offline - Extra Edition,6.57,Special
5989,Tennis no Ouji-sama: Message in a Bottle,6.57,Special
5990,The Hakkenden,6.57,OVA
5991,Toriko: Barbarian Ivy wo Hokaku Seyo!,6.57,Special
5992,Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,6.57,Movie
5993,Toutotsu ni Egypt Shin,6.57,ONA
5994,Ueno-san wa Bukiyou,6.57,TV
5995,Uma Musume: Pretty Derby PV,6.57,ONA
5996,Vampire Hunter,6.57,OVA
5997,Wooser no Sono Higurashi: Kakusei-hen,6.57,TV
5998,X/1999,6.57,Movie
5999,Xi Xing Ji: Chongsheng Pian,6.57,ONA
6000,Youjo Shachou,6.57,ONA
6001,Youkai Watch,6.57,TV
6002,Zuihou de Zhaohuan Shi,6.57,ONA
6003,Tales of Crestoria: Toga Waga wo Shoite Kare wa Tatsu,6.56,Special
6004,Tennis no Ouji-sama: Best Games!!,6.56,OVA
6005,Tian Mei De Yao Hen,6.56,ONA
6006,Tokyo One Piece Tower: Tongari Shima no Dai Hihou,6.56,Movie
6007,Touch 2: Sayonara no Okurimono,6.56,Movie
6008,Tsuyokiss,6.56,TV
6009,Utawarerumono: Itsuwari no Kamen Specials,6.56,Special
6010,Wan Wan Celepoo Soreyuke! Tetsunoshin,6.56,TV
6011,With All Our Hearts,6.56,ONA
6012,Xiyou Ji: Dasheng Guilai,6.56,Movie
6013,.hack//Tasogare no Udewa Densetsu,6.56,TV
6014,7 Seeds,6.56,ONA
6015,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,6.56,Special
6016,Andes Shounen Pepero no Bouken,6.56,TV
6017,Anime de Wakaru Shinryounaika,6.56,ONA
6018,Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba,6.56,Special
6019,Astarotte no Omocha! EX,6.56,OVA
6020,Bari Bari Densetsu (1987),6.56,Movie
6021,Berserk 2nd Season,6.56,TV
6022,"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e",6.56,Movie
6023,Break Blade Movie Picture Drama,6.56,Special
6024,Chain Chronicle: Haecceitas no Hikari,6.56,TV
6025,Choujikuu Kidan Southern Cross,6.56,TV
6026,Crayon Shin-chan Gaiden: Omocha Wars,6.56,ONA
6027,Darwin's Game: Log Line,6.56,Special
6028,DearS,6.56,TV
6029,Delicious Party♡Precure Movie: Yume Miru Oko-sama Lunch!,6.56,Movie
6030,eX-Driver the Movie,6.56,Movie
6031,Fatal Fury: The Motion Picture,6.56,Movie
6032,Final Fantasy XV: Episode Ardyn - Prologue,6.56,ONA
6033,Freezing Specials,6.56,Special
6034,Girls & Panzer Movie: 3-pun Chotto de Wakaru!! Girls & Panzer,6.56,Movie
6035,Go-Q-Choji Ikkiman,6.56,TV
6036,Green Legend Ran,6.56,OVA
6037,Gregory Horror Show: The Second Guest,6.56,TV
6038,Kemono Friends: Bus-teki,6.56,ONA
6039,Kemushi no Boro,6.56,Movie
6040,Killing Bites,6.56,TV
6041,Kita e.: Diamond Dust Drops,6.56,TV
6042,Ladies versus Butlers!,6.56,TV
6043,Ling Yu 2nd Season,6.56,ONA
6044,Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,6.56,Movie
6045,Naruto: Akaki Yotsuba no Clover wo Sagase,6.56,Special
6046,Ninja Hattori-kun (2012),6.56,TV
6047,Omishi Mahou Gekijou: Risky★Safety,6.56,TV
6048,Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,6.56,TV
6049,Princess Tutu Recaps,6.56,Special
6050,RDG: Red Data Girl,6.56,TV
6051,Ring ni Kakero 1: Nichibei Kessen-hen,6.56,TV
6052,Sayonara Zetsubou Sensei Special Omake,6.56,Special
6053,Sengoku Otome: Momoiro Paradox,6.56,TV
6054,Shelter,6.56,Movie
6055,Kemeko Deluxe!,6.55,TV
6056,Kidou Senshi Gundam MS IGLOO: 1-nen Sensou Hiroku,6.55,OVA
6057,Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,6.55,Movie
6058,KO Seiki Beast Sanjuushi,6.55,OVA
6059,Kuragehime: Eiyuu Retsuden☆,6.55,Special
6060,Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,6.55,ONA
6061,Magatsu Wahrheit: Zuerst,6.55,TV
6062,Mahou no Idol Pastel Yumi,6.55,TV
6063,Majokko Tsukune-chan,6.55,OVA
6064,"Maou-sama, Retry!",6.55,TV
6065,Miami Guns,6.55,TV
6066,Norakuro-kun,6.55,TV
6067,Norn9: Norn+Nonet,6.55,TV
6068,Piyoko ni Omakase pyo!,6.55,OVA
6069,Power Stone,6.55,TV
6070,Pretty All Friends Selection,6.55,TV
6071,Ryuugajou Nanana no Maizoukin PV,6.55,ONA
6072,Saber Marionette R,6.55,OVA
6073,Sengoku Musou SP: Sanada no Shou,6.55,Special
6074,Shounen Sunday CM: Major 2nd,6.55,Special
6075,Sonic X,6.55,TV
6076,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),6.55,TV
6077,Spider Riders: Oracle no Yuusha-tachi,6.55,TV
6078,Spirit of Wonder: China-san Tanpenshuu,6.55,Special
6079,Sword Art Online Alternative: Gun Gale Online - Refrain,6.55,Special
6080,Sword Art Online: Extra Edition,6.55,Special
6081,Tate no Yuusha no Nariagari Season 2,6.55,TV
6082,Teekyuu,6.55,TV
6083,Tide-Line Blue: Kyoudai,6.55,Special
6084,Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,6.55,OVA
6085,Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,6.55,Movie
6086,Usavich IV,6.55,TV
6087,Winter Garden,6.55,Special
6088,Youkai Watch Movie 5: Forever Friends,6.55,Movie
6089,Zenonzard The Animation Episode 0,6.55,ONA
6090,Aachi wa Ssipak,6.55,Movie
6091,Africa no Salaryman (TV),6.55,TV
6092,Akakichi no Eleven,6.55,TV
6093,Asobot Senki Gokuu,6.55,TV
6094,"Dakara Boku wa, H ga Dekinai.",6.55,TV
6095,Dirty Pair Flash 2,6.55,OVA
6096,Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,6.55,Movie
6097,Fragtime,6.55,Movie
6098,Glass no Usagi,6.55,Movie
6099,Gokuu no Daibouken,6.55,TV
6100,Golgo 13: Queen Bee,6.55,OVA
6101,Grancrest Senki: Tsuisou,6.55,Special
6102,He Wei Dao x Daojian Shenyu Alicization,6.55,ONA
6103,Hibike! Wadaiko,6.55,OVA
6104,Hyakka Ryouran: Samurai Bride Specials,6.55,Special
6105,Iketeru Futari,6.55,TV
6106,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta",6.55,TV
6107,Jungle Taitei: Susume Leo!,6.55,TV
6108,Android Ana Maico 2010,6.54,TV
6109,Appleseed,6.54,OVA
6110,Aru Machi Kado no Monogatari,6.54,Movie
6111,Bokusatsu Tenshi Dokuro-chan,6.54,OVA
6112,Bubblegum Crash,6.54,OVA
6113,Chocchan Monogatari,6.54,Movie
6114,"Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie ""Kotatsu DE Photo Session""",6.54,Movie
6115,Cinderella Girls Gekijou,6.54,TV
6116,Densetsu no Yuusha no Densetsu: Iris Report,6.54,Special
6117,Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,6.54,Special
6118,Dragon Ball Z: Summer Vacation Special,6.54,Special
6119,Emblem Take 2,6.54,OVA
6120,Entotsu Machi no Poupelle,6.54,Movie
6121,Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,6.54,Movie
6122,Ganbare Douki-chan,6.54,ONA
6123,Girls & Panzer Movie: Cinematic Concert - Fushou Akiyama Yukari no Sensha Kouza - Shoujun-hen,6.54,Special
6124,Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza - Extra,6.54,Special
6125,Godzilla 2: Kessen Kidou Zoushoku Toshi,6.54,Movie
6126,Gundam vs Hello Kitty,6.54,ONA
6127,Haai Step Jun,6.54,TV
6128,Hurricane Live! 2033,6.54,Special
6129,Ikkitousen: Great Guardians Specials,6.54,Special
6130,Inu to Hasami wa Tsukaiyou,6.54,TV
6131,Juuni Taisen,6.54,TV
6132,K-On!!: Ura-On!!,6.54,Special
6133,Kakutou Bijin Wulong,6.54,TV
6134,Kanojo mo Kanojo,6.54,TV
6135,Kanokon: Manatsu no Dai Shanikusai,6.54,OVA
6136,Kasumin,6.54,TV
6137,Kitty's Paradise,6.54,TV
6138,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,6.54,OVA
6139,Mahou Shoujo Magical Destroyers,6.54,TV
6140,Mahoutsukai Sally 2,6.54,TV
6141,"Masamune-kun no Revenge: Uchi no Mama ni Kagitte/Tsunade Shima, Futatabi./12-Ji wo Sugita Cinderella",6.54,OVA
6142,Masou Gakuen HxH Specials,6.54,Special
6143,Morita-san wa Mukuchi,6.54,OVA
6144,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,6.54,Special
6145,Onegai♪My Melody Kirara★,6.54,TV
6146,Parasite Dolls,6.54,OVA
6147,Pastel Life,6.54,TV
6148,"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai",6.54,Special
6149,Pokemon XY&Z: Subete no Nazo wo Tokiakase!,6.54,Special
6150,Pokemon: Pikachu Tankentai,6.54,Movie
6151,Ramen Daisuki Koizumi-san,6.54,TV
6152,Saibi,6.54,Movie
6153,Saijaku Muhai no Bahamut,6.54,TV
6154,Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi,6.54,Special
6155,Sekai Meisaku Douwa: Hakuchou no Ouji,6.54,Movie
6156,Shadow Skill (1996),6.54,OVA
6157,Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X,6.54,Movie
6158,Sora no Manimani Specials,6.54,Special
6159,Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,6.54,Movie
6160,Teekyuu 6,6.54,TV
6161,Tenshi no Shippo Chu!,6.54,TV
6162,Tokyo ESP,6.54,TV
6163,Uchuu Kuubo Blue Noah,6.54,TV
6164,Umi ga Kikoeru,6.54,Special
6165,Wan Jie Shen Zhu 3rd Season,6.54,ONA
6166,Wo Kai Dongwuyuan Naxie Nian,6.54,ONA
6167,Wonder Beat Scramble,6.54,TV
6168,Xi Xing Ji,6.54,ONA
6169,Yi Ren Zhi Xia: Fanwai Pian,6.54,ONA
6170,Tokkou,6.53,TV
6171,Toutotsu ni Egypt Shin 2,6.53,ONA
6172,Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,6.53,OVA
6173,"Wake Up, Girls! Shin Shou",6.53,TV
6174,Weiß Kreuz Glühen,6.53,TV
6175,Wooser no Sono Higurashi: Mugen-hen,6.53,TV
6176,Xiyou Ji: Zai Shi Yao Wang,6.53,Movie
6177,8-gatsu no Symphony: Shibuya 2002-2003,6.53,Movie
6178,A.I.C.O. Incarnation,6.53,ONA
6179,Amagami SS+ Plus Picture Drama,6.53,Special
6180,Aru Hi Inu no Kuni kara Tegami ga Kite,6.53,OVA
6181,Bakugan Battle Brawlers: New Vestroia,6.53,TV
6182,Birthday Wonderland,6.53,Movie
6183,Blood-C,6.53,TV
6184,Blue Dragon: Tenkai no Shichi Ryuu,6.53,TV
6185,Busou Shinki Moon Angel,6.53,ONA
6186,Cross Fight B-Daman,6.53,TV
6187,D.C.S.S: Da Capo Second Season Omake,6.53,Special
